| BigMoneyProvider | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/joda-money/src/main/java/org/joda/money/BigMoneyProvider.java:33:18:33:33    | toBigMoney | toBigMoney()                                   | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/joda-money/src/main/java/org/joda/money/BigMoneyProvider.java:45:14:45:23    | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/joda-money/src/main/java/org/joda/money/BigMoneyProvider.java:45:14:45:23    |
| TestCurrencyUnit                                   | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/joda-money/src/test/java/org/joda/money/TestCurrencyUnit.java:33:14:33:29                                   | test_getCurrencyCodes_GBP                                                     | test_getCurrencyCodes_GBP()                                                                       | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/joda-money/src/test/java/org/joda/money/TestCurrencyUnit.java:441:17:441:41                                 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/joda-money/src/test/java/org/joda/money/TestCurrencyUnit.java:441:45:447:5                                  |
| TestCurrencyUnit                                   | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/joda-money/src/test/java/org/joda/money/TestCurrencyUnit.java:33:14:33:29                                   | test_getNumericCode_GBP                                                       | test_getNumericCode_GBP()                                                                         | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/joda-money/src/test/java/org/joda/money/TestCurrencyUnit.java:435:17:435:39                                 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/joda-money/src/test/java/org/joda/money/TestCurrencyUnit.java:435:43:438:5                                  |
| TestCurrencyUnit                                   | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/joda-money/src/test/java/org/joda/money/TestCurrencyUnit.java:33:14:33:29                                   | test_getNumeric3Code_XFU                                                      | test_getNumeric3Code_XFU()                                                                        | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/joda-money/src/test/java/org/joda/money/TestCurrencyUnit.java:429:17:429:40                                 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/joda-money/src/test/java/org/joda/money/TestCurrencyUnit.java:429:44:432:5                                  |
| TestCurrencyUnit                                   | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/joda-money/src/test/java/org/joda/money/TestCurrencyUnit.java:33:14:33:29                                   | test_getNumeric3Code_AMD                                                      | test_getNumeric3Code_AMD()                                                                        | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/joda-money/src/test/java/org/joda/money/TestCurrencyUnit.java:423:17:423:40                                 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/joda-money/src/test/java/org/joda/money/TestCurrencyUnit.java:423:44:426:5                                  |
| TestCurrencyUnit                                   | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/joda-money/src/test/java/org/joda/money/TestCurrencyUnit.java:33:14:33:29                                   | test_getNumeric3Code_ALL                                                      | test_getNumeric3Code_ALL()                                                                        | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/joda-money/src/test/java/org/joda/money/TestCurrencyUnit.java:417:17:417:40                                 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/joda-money/src/test/java/org/joda/money/TestCurrencyUnit.java:417:44:420:5                                  |
| TestCurrencyUnit                                   | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/joda-money/src/test/java/org/joda/money/TestCurrencyUnit.java:33:14:33:29                                   | test_getNumeric3Code_GBP                                                      | test_getNumeric3Code_GBP()                                                                        | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/joda-money/src/test/java/org/joda/money/TestCurrencyUnit.java:411:17:411:40                                 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/joda-money/src/test/java/org/joda/money/TestCurrencyUnit.java:411:44:414:5                                  |
| TestCurrencyUnit                                   | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/joda-money/src/test/java/org/joda/money/TestCurrencyUnit.java:33:14:33:29                                   | test_factory_ofCountry_String_unknownCurrency                                 | test_factory_ofCountry_String_unknownCurrency()                                                   | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/joda-money/src/test/java/org/joda/money/TestCurrencyUnit.java:401:17:401:61                                 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/joda-money/src/test/java/org/joda/money/TestCurrencyUnit.java:401:65:408:5                                  |
| TestCurrencyUnit                                   | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/joda-money/src/test/java/org/joda/money/TestCurrencyUnit.java:33:14:33:29                                   | test_factory_ofCountry_String_nullString                                      | test_factory_ofCountry_String_nullString()                                                        | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/joda-money/src/test/java/org/joda/money/TestCurrencyUnit.java:396:17:396:56                                 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/joda-money/src/test/java/org/joda/money/TestCurrencyUnit.java:396:60:398:5                                  |
| TestCurrencyUnit                                   | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/joda-money/src/test/java/org/joda/money/TestCurrencyUnit.java:33:14:33:29                                   | test_factory_ofCountry_String                                                 | test_factory_ofCountry_String()                                                                   | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/joda-money/src/test/java/org/joda/money/TestCurrencyUnit.java:390:17:390:45                                 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/joda-money/src/test/java/org/joda/money/TestCurrencyUnit.java:390:49:393:5                                  |
| TestCurrencyUnit                                   | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/joda-money/src/test/java/org/joda/money/TestCurrencyUnit.java:33:14:33:29                                   | test_factory_of_Locale_unknownCurrency                                        | test_factory_of_Locale_unknownCurrency()                                                          | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/joda-money/src/test/java/org/joda/money/TestCurrencyUnit.java:380:17:380:54                                 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/joda-money/src/test/java/org/joda/money/TestCurrencyUnit.java:380:58:387:5                                  |
