| file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/jansi/src/main/java/org/fusesource/jansi/Ansi.java:381:57:381:74                                          | <obinit>                                    | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/jansi/src/main/java/org/fusesource/jansi/Ansi.java:29:14:29:17                                           | ArrayList<Integer>                          | file:///BCDEFGHIJK/java.base/java/util/ArrayList.sig:0:0:0:0                                                                                                                                 |
| file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/jansi/src/test/java/org/fusesource/jansi/io/AnsiProcessor_ESTest.java:593:40:593:62                       | test049                                     | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/jansi/src/test/java/org/fusesource/jansi/io/AnsiProcessor_ESTest.java:591:17:591:23                      | ArrayList<Object>                           | file:///BCDEFGHIJK/java.base/java/util/ArrayList.sig:0:0:0:0                                                                                                                                 |
| file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/jansi/src/test/java/org/fusesource/jansi/io/AnsiProcessor_ESTest.java:594:28:594:78                       | test049                                     | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/jansi/src/test/java/org/fusesource/jansi/io/AnsiProcessor_ESTest.java:591:17:591:23                      | processEscapeCommand                        | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/jansi/src/main/java/org/fusesource/jansi/io/AnsiProcessor.java:57:23:57:42                               |
| file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/jansi/src/test/java/org/fusesource/jansi/io/AnsiProcessor_ESTest.java:595:9:595:28                        | test049                                     | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/jansi/src/test/java/org/fusesource/jansi/io/AnsiProcessor_ESTest.java:591:17:591:23                      | assertTrue                                  | file:///home/ali/.m2/repository/junit/junit/4.9/junit-4.9.jar/org/junit/Assert.class:0:0:0:0                                                                                                 |
| file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/jansi/src/test/java/org/fusesource/jansi/io/AnsiProcessor_ESTest.java:600:46:600:67                       | test050                                     | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/jansi/src/test/java/org/fusesource/jansi/io/AnsiProcessor_ESTest.java:599:17:599:23                      | PipedInputStream                            | file:///BCDEFGHIJK/java.base/java/io/PipedInputStream.sig:0:0:0:0                                                                                                                            |
| file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/jansi/src/test/java/org/fusesource/jansi/io/AnsiProcessor_ESTest.java:601:48:601:87                       | test050                                     | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/jansi/src/test/java/org/fusesource/jansi/io/AnsiProcessor_ESTest.java:599:17:599:23                      | PipedOutputStream                           | file:///BCDEFGHIJK/java.base/java/io/PipedOutputStream.sig:0:0:0:0                                                                                                                           |
| file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/jansi/src/test/java/org/fusesource/jansi/io/AnsiProcessor_ESTest.java:602:40:602:76                       | test050                                     | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/jansi/src/test/java/org/fusesource/jansi/io/AnsiProcessor_ESTest.java:599:17:599:23                      | AnsiProcessor                               | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/jansi/src/main/java/org/fusesource/jansi/io/AnsiProcessor.java:37:12:37:24                               |
| file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/jansi/src/test/java/org/fusesource/jansi/io/AnsiProcessor_ESTest.java:603:40:603:62                       | test050                                     | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/jansi/src/test/java/org/fusesource/jansi/io/AnsiProcessor_ESTest.java:599:17:599:23                      | ArrayList<Object>                           | file:///BCDEFGHIJK/java.base/java/util/ArrayList.sig:0:0:0:0                                                                                                                                 |
| file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/jansi/src/test/java/org/fusesource/jansi/io/AnsiProcessor_ESTest.java:604:28:604:78                       | test050                                     | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/jansi/src/test/java/org/fusesource/jansi/io/AnsiProcessor_ESTest.java:599:17:599:23                      | processEscapeCommand                        | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/jansi/src/main/java/org/fusesource/jansi/io/AnsiProcessor.java:57:23:57:42                               |
| file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/jansi/src/test/java/org/fusesource/jansi/io/AnsiProcessor_ESTest.java:605:9:605:28                        | test050                                     | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/jansi/src/test/java/org/fusesource/jansi/io/AnsiProcessor_ESTest.java:599:17:599:23                      | assertTrue                                  | file:///home/ali/.m2/repository/junit/junit/4.9/junit-4.9.jar/org/junit/Assert.class:0:0:0:0                                                                                                 |
| file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/jansi/src/test/java/org/fusesource/jansi/io/AnsiProcessor_ESTest.java:610:40:610:77                       | test051                                     | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/jansi/src/test/java/org/fusesource/jansi/io/AnsiProcessor_ESTest.java:609:17:609:23                      | AnsiProcessor                               | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/jansi/src/main/java/org/fusesource/jansi/io/AnsiProcessor.java:37:12:37:24                               |
| file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/jansi/src/test/java/org/fusesource/jansi/io/AnsiProcessor_ESTest.java:611:40:611:62                       | test051                                     | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/jansi/src/test/java/org/fusesource/jansi/io/AnsiProcessor_ESTest.java:609:17:609:23                      | ArrayList<Object>                           | file:///BCDEFGHIJK/java.base/java/util/ArrayList.sig:0:0:0:0                                                                                                                                 |
| file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/jansi/src/test/java/org/fusesource/jansi/io/AnsiProcessor_ESTest.java:612:28:612:78                       | test051                                     | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/jansi/src/test/java/org/fusesource/jansi/io/AnsiProcessor_ESTest.java:609:17:609:23                      | processEscapeCommand                        | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/jansi/src/main/java/org/fusesource/jansi/io/AnsiProcessor.java:57:23:57:42                               |
| file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/jansi/src/test/java/org/fusesource/jansi/io/AnsiProcessor_ESTest.java:613:9:613:28                        | test051                                     | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/jansi/src/test/java/org/fusesource/jansi/io/AnsiProcessor_ESTest.java:609:17:609:23                      | assertTrue                                  | file:///home/ali/.m2/repository/junit/junit/4.9/junit-4.9.jar/org/junit/Assert.class:0:0:0:0                                                                                                 |
| file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/jansi/src/test/java/org/fusesource/jansi/io/AnsiProcessor_ESTest.java:618:40:618:77                       | test052                                     | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/jansi/src/test/java/org/fusesource/jansi/io/AnsiProcessor_ESTest.java:617:17:617:23                      | AnsiProcessor                               | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/jansi/src/main/java/org/fusesource/jansi/io/AnsiProcessor.java:37:12:37:24                               |
| file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/jansi/src/test/java/org/fusesource/jansi/io/AnsiProcessor_ESTest.java:619:40:619:62                       | test052                                     | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/jansi/src/test/java/org/fusesource/jansi/io/AnsiProcessor_ESTest.java:617:17:617:23                      | ArrayList<Object>                           | file:///BCDEFGHIJK/java.base/java/util/ArrayList.sig:0:0:0:0                                                                                                                                 |
| file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/jansi/src/test/java/org/fusesource/jansi/io/AnsiProcessor_ESTest.java:620:28:620:78                       | test052                                     | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/jansi/src/test/java/org/fusesource/jansi/io/AnsiProcessor_ESTest.java:617:17:617:23                      | processEscapeCommand                        | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/jansi/src/main/java/org/fusesource/jansi/io/AnsiProcessor.java:57:23:57:42                               |
| file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/jansi/src/test/java/org/fusesource/jansi/io/AnsiProcessor_ESTest.java:621:9:621:29                        | test052                                     | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/jansi/src/test/java/org/fusesource/jansi/io/AnsiProcessor_ESTest.java:617:17:617:23                      | assertFalse                                 | file:///home/ali/.m2/repository/junit/junit/4.9/junit-4.9.jar/org/junit/Assert.class:0:0:0:0                                                                                                 |
